,"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents
362,1342.0,840.0,1672.0,7066.0,1046.0,1893.0,3575.0,1176.0,3690.0,4209.0
363,1482.0,990.0,1659.0,6460.0,1178.0,1693.0,3446.0,1197.0,3432.0,3677.0
364,1434.0,932.0,1488.0,4503.0,1377.0,1716.0,3598.0,1283.0,3375.0,3568.0
365,1767.0,846.0,1379.0,4815.0,1206.0,1795.0,3537.0,1270.0,3441.0,3559.0
366,1575.0,898.0,1572.0,3957.0,1150.0,1447.0,3473.0,974.0,3878.0,3916.0
367,1193.0,602.0,1412.0,4068.0,1529.0,1280.0,2906.0,795.0,4011.0,3386.0
368,3613.0,659.0,1442.0,4344.0,1248.0,1320.0,2751.0,817.0,4235.0,3194.0
369,2118.0,739.0,1493.0,3930.0,2410.0,1606.0,3375.0,1134.0,3894.0,3700.0
370,1730.0,790.0,1621.0,3224.0,2205.0,1793.0,3730.0,1281.0,3787.0,6599.0
371,1596.0,775.0,1969.0,3426.0,7091.0,1581.0,3619.0,1294.0,8516.0,5498.0
372,1638.0,792.0,1435.0,4734.0,4604.0,1613.0,3680.0,1177.0,3739.0,4842.0
373,1606.0,728.0,1455.0,3677.0,2249.0,1512.0,3929.0,1045.0,3455.0,3919.0
374,2334.0,525.0,1424.0,2534.0,1537.0,1524.0,3255.0,809.0,3700.0,2769.0
375,1396.0,589.0,1301.0,3436.0,1503.0,1476.0,3622.0,1125.0,3460.0,3489.0
376,1620.0,800.0,1573.0,4438.0,1364.0,2306.0,5517.0,1941.0,3331.0,6697.0
377,2449.0,824.0,1649.0,3040.0,1444.0,1744.0,4126.0,1649.0,3104.0,7381.0
378,1585.0,833.0,1922.0,2627.0,1407.0,1662.0,3712.0,1727.0,3189.0,7126.0
379,1473.0,784.0,2028.0,2060.0,2125.0,1523.0,3643.0,1679.0,3052.0,6846.0
380,1428.0,728.0,1686.0,1627.0,1660.0,1625.0,3233.0,1402.0,2974.0,4980.0
381,1212.0,562.0,1471.0,1422.0,1276.0,1332.0,2788.0,1062.0,3191.0,3591.0
382,1269.0,668.0,1500.0,1693.0,1306.0,1448.0,3024.0,1219.0,3515.0,4812.0
383,2653.0,832.0,2784.0,1806.0,1342.0,1965.0,4639.0,2558.0,3006.0,10417.0
384,1456.0,853.0,2327.0,1612.0,1350.0,1865.0,4786.0,2816.0,2887.0,12381.0
385,1540.0,811.0,1998.0,1720.0,1341.0,1816.0,3993.0,2561.0,3127.0,12937.0
386,1371.0,761.0,1817.0,1475.0,1315.0,2030.0,4605.0,3142.0,2851.0,13923.0
387,2002.0,767.0,1587.0,1244.0,1273.0,1884.0,3920.0,2599.0,2767.0,24977.0
388,1949.0,607.0,1317.0,1059.0,1073.0,1519.0,3652.0,1430.0,2992.0,13439.0
389,1786.0,732.0,1298.0,1433.0,1001.0,1889.0,4403.0,2509.0,3133.0,13325.0
390,1893.0,941.0,1494.0,1234.0,1341.0,2382.0,5577.0,3519.0,2902.0,24173.0
391,1828.0,1855.0,1492.0,1324.0,1311.0,2385.0,5272.0,3354.0,3118.0,27949.0
392,1753.0,889.0,1485.0,1536.0,1339.0,2371.0,5784.0,3765.0,2950.0,24141.0
393,1667.0,817.0,1495.0,1276.0,1242.0,2504.0,5649.0,3902.0,2819.0,19448.0
394,1556.0,756.0,1278.0,1650.0,1163.0,2228.0,5198.0,3564.0,2868.0,16580.0
395,1315.0,655.0,1214.0,1179.0,1094.0,1812.0,4332.0,2111.0,3070.0,5904.0
396,1316.0,671.0,1282.0,1003.0,1174.0,2089.0,4700.0,2480.0,3399.0,4076.0
397,1403.0,819.0,1353.0,1262.0,1318.0,3370.0,7851.0,6754.0,2861.0,4645.0
398,1553.0,979.0,1407.0,1276.0,1348.0,4021.0,9394.0,8287.0,2716.0,3548.0
399,2472.0,1007.0,1283.0,1213.0,1280.0,4528.0,10260.0,9817.0,2708.0,3118.0
400,3343.0,925.0,1248.0,1210.0,1185.0,4961.0,11321.0,11831.0,2798.0,2066.0
401,1522.0,775.0,1218.0,1172.0,1040.0,6984.0,17059.0,18881.0,2633.0,2009.0
402,1256.0,638.0,1020.0,1031.0,873.0,12288.0,26675.0,27278.0,2659.0,1209.0
403,1230.0,804.0,1111.0,983.0,924.0,10759.0,22999.0,26573.0,2892.0,1121.0
404,1665.0,935.0,1152.0,1118.0,1090.0,16898.0,32132.0,46224.0,2753.0,1364.0
405,1484.0,777.0,1299.0,985.0,1073.0,14048.0,27039.0,41500.0,2814.0,1297.0
406,1627.0,801.0,1243.0,1166.0,1017.0,13920.0,26642.0,38316.0,2907.0,1314.0
407,1641.0,889.0,1250.0,1085.0,1373.0,12086.0,25039.0,37889.0,3001.0,1182.0
408,1444.0,753.0,1173.0,1181.0,1162.0,12507.0,24419.0,38237.0,3047.0,869.0
409,1231.0,603.0,1071.0,966.0,908.0,10119.0,20282.0,29418.0,3459.0,670.0
410,1258.0,591.0,1335.0,918.0,1201.0,10925.0,22546.0,36533.0,3314.0,1248.0
411,1466.0,747.0,1301.0,1057.0,1260.0,13590.0,25781.0,42075.0,3164.0,871.0
412,1630.0,808.0,1185.0,1184.0,1147.0,12664.0,23645.0,40874.0,2976.0,819.0
413,1512.0,865.0,1150.0,1415.0,1055.0,13038.0,22509.0,41255.0,2829.0,676.0
414,1524.0,801.0,1178.0,1091.0,1125.0,11899.0,23145.0,46787.0,2861.0,709.0
415,1645.0,768.0,1222.0,1101.0,1008.0,12263.0,23813.0,54261.0,3169.0,681.0
416,1299.0,578.0,1095.0,978.0,761.0,10189.0,20312.0,42521.0,3041.0,594.0
417,1274.0,663.0,1184.0,1199.0,899.0,13508.0,24469.0,51628.0,3296.0,513.0
418,1572.0,925.0,1149.0,1867.0,1161.0,15049.0,21221.0,39490.0,2974.0,664.0
419,1573.0,974.0,1536.0,1183.0,1276.0,6170.0,8488.0,10735.0,3116.0,763.0
420,3828.0,1012.0,1226.0,1144.0,1237.0,4856.0,5596.0,5907.0,3248.0,647.0
421,2516.0,970.0,1275.0,1323.0,1290.0,4112.0,5244.0,3824.0,3120.0,617.0
422,1738.0,1036.0,1258.0,1171.0,1754.0,3179.0,4256.0,2613.0,3045.0,661.0
423,1621.0,839.0,1170.0,981.0,1015.0,3006.0,3870.0,1797.0,3283.0,575.0
424,1619.0,795.0,1303.0,823.0,1094.0,2657.0,3262.0,1475.0,3225.0,559.0
425,1988.0,1073.0,1426.0,909.0,1200.0,2207.0,3113.0,1947.0,3104.0,696.0
426,8818.0,1039.0,1402.0,1038.0,1204.0,2105.0,4076.0,4497.0,3127.0,672.0
427,2577.0,1010.0,1230.0,1119.0,1153.0,2278.0,3109.0,2602.0,2731.0,652.0
428,30411.0,1214.0,1190.0,1185.0,1168.0,1929.0,2599.0,1473.0,2481.0,628.0
429,2171.0,1059.0,1217.0,1223.0,1086.0,1799.0,2403.0,1373.0,3007.0,550.0
430,1367.0,901.0,1212.0,841.0,783.0,1263.0,2072.0,1137.0,3047.0,490.0
431,1371.0,860.0,1076.0,1008.0,959.0,1307.0,2027.0,896.0,2830.0,627.0
432,1424.0,1273.0,1199.0,1194.0,1130.0,1443.0,2069.0,917.0,2939.0,688.0
433,1431.0,1129.0,1278.0,1255.0,1165.0,1557.0,2406.0,967.0,2612.0,704.0
434,1519.0,1140.0,1488.0,1287.0,1416.0,1680.0,2794.0,1512.0,2639.0,716.0
435,1754.0,1271.0,1277.0,980.0,1639.0,1447.0,2416.0,1098.0,2273.0,1501.0
436,1655.0,1068.0,1274.0,957.0,2419.0,1504.0,2294.0,875.0,2325.0,1321.0
437,1365.0,777.0,1318.0,703.0,1102.0,1134.0,1794.0,705.0,2318.0,440.0
438,1318.0,853.0,1309.0,855.0,2035.0,1177.0,1790.0,653.0,2282.0,534.0
439,1762.0,1255.0,1396.0,785.0,2187.0,1422.0,2112.0,980.0,2440.0,836.0
440,1724.0,1209.0,1351.0,773.0,1702.0,1344.0,2013.0,920.0,2173.0,765.0
441,1794.0,1149.0,1278.0,731.0,1647.0,1499.0,2709.0,1111.0,2115.0,595.0
442,1862.0,1103.0,1420.0,704.0,1591.0,1238.0,2889.0,2719.0,1942.0,663.0
443,1548.0,958.0,1242.0,769.0,1375.0,1025.0,2041.0,1140.0,2133.0,505.0
444,1408.0,765.0,1122.0,707.0,1028.0,864.0,1599.0,679.0,2272.0,434.0
445,1477.0,876.0,1206.0,653.0,1118.0,914.0,1557.0,710.0,2329.0,477.0
446,1830.0,1204.0,1156.0,786.0,1512.0,1120.0,1822.0,777.0,2282.0,649.0
447,1785.0,1247.0,1162.0,797.0,1609.0,1126.0,1729.0,594.0,2222.0,646.0
448,1861.0,1222.0,1191.0,790.0,1441.0,1047.0,1523.0,678.0,2052.0,638.0
449,1649.0,1401.0,1164.0,765.0,1556.0,1327.0,2212.0,532.0,2012.0,585.0
450,1606.0,1239.0,1113.0,788.0,1304.0,995.0,1404.0,433.0,2139.0,569.0
451,1445.0,794.0,1075.0,616.0,946.0,711.0,1141.0,464.0,2337.0,545.0
452,1682.0,945.0,1636.0,596.0,1129.0,814.0,1151.0,447.0,2445.0,616.0
453,1901.0,1379.0,1158.0,806.0,1513.0,925.0,1371.0,542.0,2178.0,827.0
454,1503.0,1405.0,1110.0,826.0,2373.0,890.0,1409.0,516.0,2019.0,1288.0
455,1475.0,1457.0,1148.0,869.0,1923.0,893.0,1366.0,477.0,2005.0,961.0
456,1489.0,1393.0,1181.0,769.0,2468.0,919.0,1346.0,546.0,2032.0,819.0
457,1481.0,1189.0,1206.0,726.0,1508.0,789.0,1381.0,522.0,2320.0,841.0
458,1218.0,810.0,1094.0,611.0,1088.0,595.0,1129.0,441.0,2478.0,685.0
459,1183.0,953.0,1040.0,615.0,1225.0,681.0,1166.0,467.0,2515.0,652.0
460,1575.0,1321.0,1209.0,782.0,1492.0,845.0,1397.0,538.0,2231.0,767.0
461,1606.0,1332.0,1463.0,798.0,1617.0,839.0,1218.0,534.0,2029.0,820.0
462,1611.0,1294.0,1353.0,893.0,1581.0,803.0,1141.0,549.0,1946.0,915.0
463,1499.0,1324.0,1309.0,1922.0,1471.0,1207.0,1135.0,502.0,1879.0,705.0
464,1437.0,1125.0,1202.0,1311.0,1404.0,712.0,1251.0,462.0,1960.0,677.0
465,1100.0,788.0,1191.0,958.0,1023.0,634.0,814.0,463.0,2025.0,520.0
466,1171.0,885.0,1206.0,914.0,1204.0,666.0,914.0,443.0,2304.0,673.0
467,1751.0,1143.0,1199.0,1092.0,1535.0,956.0,963.0,428.0,2294.0,1109.0
468,1464.0,1782.0,1199.0,1465.0,1558.0,916.0,1313.0,727.0,2220.0,924.0
469,1852.0,1523.0,1268.0,1247.0,1675.0,927.0,1469.0,664.0,1939.0,904.0
470,1561.0,1377.0,1196.0,1011.0,1744.0,780.0,1081.0,462.0,2092.0,951.0
471,1468.0,1206.0,1240.0,962.0,1444.0,716.0,992.0,398.0,2407.0,769.0
472,1237.0,949.0,1259.0,723.0,1183.0,649.0,909.0,332.0,2333.0,500.0
473,1334.0,1151.0,1244.0,778.0,1483.0,794.0,1077.0,531.0,2389.0,652.0
474,1437.0,1546.0,1274.0,884.0,2313.0,981.0,1234.0,492.0,2161.0,830.0
475,1514.0,1521.0,1248.0,949.0,2116.0,745.0,1202.0,577.0,1964.0,968.0
476,1410.0,1546.0,1172.0,961.0,2202.0,740.0,1203.0,1044.0,1994.0,811.0
477,1291.0,1440.0,1174.0,804.0,2248.0,779.0,1103.0,741.0,1961.0,987.0
478,5284.0,1224.0,1289.0,955.0,1993.0,618.0,875.0,436.0,2218.0,894.0
479,4690.0,896.0,1185.0,746.0,1372.0,550.0,755.0,389.0,3447.0,619.0
480,4738.0,960.0,1563.0,763.0,1503.0,604.0,880.0,369.0,2250.0,617.0
481,3659.0,1506.0,1757.0,785.0,1977.0,742.0,987.0,428.0,2219.0,867.0
482,2490.0,1453.0,1759.0,851.0,1978.0,735.0,1058.0,556.0,1969.0,745.0
483,1999.0,1458.0,1370.0,829.0,1827.0,807.0,922.0,656.0,2192.0,658.0
484,3155.0,1512.0,1467.0,785.0,1746.0,911.0,1371.0,1159.0,2042.0,688.0
485,3427.0,1263.0,1301.0,758.0,1506.0,720.0,902.0,852.0,2030.0,692.0
486,2004.0,811.0,1231.0,653.0,1165.0,526.0,774.0,314.0,2202.0,494.0
487,1755.0,1013.0,1211.0,669.0,1356.0,598.0,888.0,549.0,2230.0,627.0
488,1777.0,1881.0,1248.0,747.0,1808.0,741.0,915.0,470.0,2144.0,844.0
489,1720.0,1718.0,1200.0,930.0,1745.0,735.0,1044.0,557.0,2305.0,901.0
490,1638.0,1615.0,1396.0,824.0,1834.0,775.0,1039.0,622.0,2109.0,854.0
491,2145.0,1547.0,1519.0,781.0,2047.0,783.0,1141.0,453.0,2096.0,805.0
492,2201.0,1386.0,1387.0,1043.0,1647.0,716.0,970.0,591.0,2159.0,802.0
493,1751.0,973.0,1118.0,738.0,1535.0,608.0,766.0,453.0,2423.0,671.0
494,3862.0,1121.0,1286.0,693.0,1709.0,709.0,872.0,293.0,2624.0,786.0
495,2164.0,1827.0,1588.0,869.0,2083.0,854.0,1201.0,504.0,2215.0,1333.0
496,1961.0,1526.0,1454.0,858.0,2007.0,771.0,1058.0,382.0,2365.0,1648.0
497,1411.0,1374.0,1026.0,732.0,2047.0,717.0,876.0,340.0,2054.0,4773.0
498,2056.0,1563.0,1043.0,864.0,2173.0,755.0,971.0,261.0,2051.0,2774.0
499,1776.0,1523.0,1069.0,1185.0,1738.0,657.0,824.0,232.0,2197.0,1713.0
500,1625.0,1081.0,1150.0,1153.0,1439.0,545.0,797.0,240.0,2487.0,1182.0
501,1541.0,1176.0,1194.0,1055.0,1738.0,653.0,890.0,237.0,2507.0,1062.0
502,1795.0,1598.0,1290.0,1276.0,1931.0,826.0,1090.0,276.0,2254.0,1178.0
503,1757.0,16469.0,1174.0,1415.0,2549.0,818.0,1097.0,359.0,2170.0,1033.0
504,1762.0,182417.0,1247.0,1601.0,1887.0,787.0,1495.0,303.0,2856.0,884.0
505,1583.0,3128.0,1148.0,1374.0,1840.0,1034.0,2766.0,340.0,2051.0,791.0
506,1534.0,2208.0,1090.0,1214.0,1563.0,1018.0,1919.0,584.0,2220.0,607.0
507,1263.0,1522.0,1144.0,959.0,1398.0,804.0,886.0,283.0,2389.0,451.0
508,1360.0,1575.0,1102.0,809.0,1616.0,686.0,927.0,283.0,2497.0,508.0
509,1524.0,2153.0,1292.0,1540.0,2011.0,928.0,1332.0,626.0,2476.0,620.0
510,1422.0,2074.0,1211.0,2013.0,1827.0,914.0,1206.0,710.0,2270.0,530.0
511,1471.0,1459.0,1147.0,1308.0,1504.0,819.0,1071.0,545.0,2135.0,559.0
512,1320.0,1237.0,1028.0,991.0,1385.0,723.0,984.0,346.0,2329.0,423.0
513,1488.0,1192.0,1062.0,1065.0,1295.0,758.0,894.0,380.0,2482.0,421.0
514,1412.0,958.0,1191.0,846.0,1183.0,773.0,879.0,448.0,2588.0,404.0
515,1367.0,1153.0,1199.0,887.0,1476.0,742.0,868.0,361.0,2684.0,457.0
516,1486.0,1843.0,1213.0,1085.0,1739.0,891.0,997.0,362.0,2677.0,549.0
517,1626.0,1867.0,1308.0,1010.0,1849.0,852.0,1063.0,332.0,2364.0,393.0
518,1590.0,1822.0,1350.0,896.0,1793.0,934.0,1190.0,448.0,2163.0,511.0
519,1655.0,1749.0,1265.0,929.0,1696.0,860.0,1069.0,438.0,2020.0,454.0
520,1700.0,1671.0,1138.0,975.0,2142.0,732.0,1037.0,377.0,2282.0,380.0
521,1530.0,929.0,1141.0,770.0,1332.0,660.0,922.0,285.0,2268.0,303.0
522,1440.0,1280.0,1216.0,763.0,1459.0,740.0,1146.0,242.0,2410.0,426.0
523,1555.0,1672.0,1202.0,921.0,1980.0,884.0,1060.0,293.0,2342.0,481.0
524,1491.0,1881.0,1472.0,965.0,1854.0,948.0,1095.0,390.0,2195.0,413.0
525,1447.0,1850.0,1433.0,1047.0,1850.0,887.0,1134.0,431.0,2386.0,390.0
526,1670.0,1713.0,1311.0,942.0,2014.0,782.0,1288.0,453.0,2356.0,371.0
527,1498.0,1349.0,1718.0,902.0,1581.0,832.0,1458.0,1036.0,2492.0,423.0
528,1472.0,906.0,1335.0,753.0,1291.0,658.0,1043.0,392.0,2409.0,341.0
529,1175.0,1140.0,1322.0,782.0,1381.0,758.0,1051.0,326.0,2804.0,413.0
530,1471.0,2188.0,1333.0,923.0,1855.0,864.0,1083.0,294.0,2803.0,492.0
531,1332.0,1534.0,1557.0,830.0,1835.0,801.0,1100.0,272.0,2372.0,515.0
532,1849.0,1433.0,1324.0,868.0,1975.0,804.0,1059.0,287.0,2382.0,450.0
533,1359.0,1406.0,1324.0,880.0,1714.0,707.0,1028.0,234.0,2322.0,386.0
534,1254.0,1326.0,1202.0,870.0,1453.0,611.0,1428.0,302.0,2237.0,403.0
535,1202.0,868.0,1113.0,793.0,1158.0,556.0,741.0,230.0,2321.0,327.0
536,1103.0,1051.0,1180.0,906.0,1522.0,717.0,1564.0,213.0,2693.0,350.0
537,1383.0,1435.0,1223.0,840.0,1625.0,706.0,866.0,315.0,2886.0,393.0
538,1452.0,1324.0,1218.0,830.0,1473.0,714.0,894.0,289.0,2670.0,458.0
539,1438.0,1014.0,1180.0,837.0,1361.0,738.0,961.0,232.0,2442.0,389.0
540,1401.0,931.0,1131.0,837.0,1433.0,713.0,888.0,256.0,2483.0,341.0
541,1238.0,798.0,1028.0,779.0,1794.0,611.0,791.0,224.0,2408.0,335.0
542,976.0,758.0,883.0,617.0,869.0,495.0,751.0,208.0,2211.0,241.0
543,810.0,634.0,813.0,656.0,806.0,445.0,656.0,225.0,2201.0,271.0
544,989.0,780.0,992.0,698.0,1045.0,592.0,714.0,240.0,2392.0,315.0
545,1332.0,1066.0,1106.0,758.0,1112.0,575.0,959.0,228.0,2890.0,358.0
546,1243.0,1215.0,1215.0,871.0,1101.0,640.0,894.0,295.0,2674.0,345.0
547,1681.0,1328.0,1116.0,835.0,1374.0,600.0,817.0,277.0,2742.0,349.0
548,1303.0,1519.0,1131.0,876.0,1210.0,643.0,798.0,250.0,2636.0,307.0
549,1098.0,1440.0,999.0,616.0,915.0,650.0,804.0,207.0,2492.0,312.0
